ID,name,ItemFolder,NoHItemFolder,itemPic,itemBack,itemType,DisplayType,ShowInBackpack,Rarity,Race,MaxLimit,ActionFunc,ItemUpperCap,ItemDesc,ItemEffect,,,,,,,,,,,,,,
Item_Buff_11,氣功修行法,1_General,,item_ICON_24,item_bg_04,Important,Show,Important,4,Important,1,,,修行特殊的氣功，在體內產生波紋，從而獲得強大的力量。\n波紋與我同在！\n註：並不會修練出背後靈，學習前請確認是正版秘笈。\n購買後主角更不容易射精。,在H模式中，每次行動射精值增加量-30%,,,,,,,,,,,,,,
Item_Buff_12,雙子神的金針,1_General,,item_ICON_25,item_bg_05,Important,Show,Important,5,Important,1,,,為了驅逐腐敗、瘋狂之火等負面影響，一名偉大存在煉製的金針。\n想壓制射精衝動自然不在話下。,在H模式中，可使用「忍耐」功能進行射精管理,,,,,,,,,,,,,,
Item_Attr_Cum,射精值,1_General,,item_Ingredients_06,item_bg_04,Attribute,None,,4,H_Consumables,-1,,,#N/A,#N/A,177,,,,,,,,,,,,,
Item_Attr_HModeEnergy,耐心,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,178,,,,,,,,,,,,,
Item_Attr_HModeEnergyMax,耐心上限,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,178,,,,,,,,,,,,,
Item_Attr_M_Climax_Count,M絕頂次數,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,179,,,,,,,,,,,,,
Item_Attr_B_Climax_Count,B絕頂次數,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,180,,,,,,,,,,,,,
Item_Attr_C_Climax_Count,C絕頂次數,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,181,,,,,,,,,,,,,
Item_Attr_V_Climax_Count,V絕頂次數,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,182,,,,,,,,,,,,,
Item_Attr_A_Climax_Count,A絕頂次數,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,182,,,,,,,,,,,,,
Item_Attr_Climax_Count,射精次數,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,183,,,,,,,,,,,,,
Item_Attr_Kiss_Climax_Count,接吻次數,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,184,,,,,,,,,,,,,
Item_Attr_V_Creampie_Count,膣內注入精液量,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,185,,,,,,,,,,,,,
Item_Attr_A_Creampie_Count,肛注入精液量,1_General,,item_Ingredients_03,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,186,,,,,,,,,,,,,
Item_Attr_V_Injection_Count,膣射次數,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,187,,,,,,,,,,,,,
Item_Attr_A_Injection_Count,肛射次數,1_General,,item_Ingredients_03,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,188,,,,,,,,,,,,,
Item_Attr_Climax_1X_Count,絕頂高潮,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,189,,,,,,,,,,,,,
Item_Attr_Climax_2X_Count,雙重絕頂,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,190,,,,,,,,,,,,,
Item_Attr_Climax_4X_Count,四重絕頂,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,191,,,,,,,,,,,,,
Item_Attr_Climax_8X_Count,八重絕頂,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,192,,,,,,,,,,,,,
Item_Attr_Climax_16X_Count,MEGA絕頂,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,193,,,,,,,,,,,,,
Item_Attr_SexCount,#N/A,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,193,,,,,,,,,,,,,
Item_Attr_GirlHStrength,#N/A,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,193,,,,,,,,,,,,,
Item_Attr_Injection_Count,#N/A,1_General,,item_Ingredients_02,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,193,,,,,,,,,,,,,
Item_Attr_BothClimax_1x,#N/A,1_General,,item_Ingredients_03,item_bg_01,Attribute,None,,1,Attribute,-1,,,#N/A,#N/A,193,,,,,,,,,,,,,
Item_Attr_BothClimax_2x,#N/A,1_General,,item_Ingredients_03,item_bg_02,Attribute,None,,2,Attribute,-1,,,#N/A,#N/A,194,,,,,,,,,,,,,
Item_Attr_BothClimax_4x,#N/A,1_General,,item_Ingredients_03,item_bg_03,Attribute,None,,3,Attribute,-1,,,#N/A,#N/A,195,,,,,,,,,,,,,
Item_Attr_BothClimax_8x,#N/A,1_General,,item_Ingredients_03,item_bg_04,Attribute,None,,4,Attribute,-1,,,#N/A,#N/A,196,,,,,,,,,,,,,
Item_Attr_BothClimax_16x,#N/A,1_General,,item_Ingredients_03,item_bg_05,Attribute,None,,5,Attribute,-1,,,#N/A,#N/A,197,,,,,,,,,,,,,
Item_Attr_TotalBothClimax,#N/A,1_General,,item_Ingredients_03,item_bg_05,Attribute,None,,5,Attribute,-1,,,#N/A,#N/A,197,,,,,,,,,,,,,
Explore_Essence_Str,力量精華,1_General,,Explore_Essence_Str,item_bg_04,Important,Show,Consumables,4,Attribute,-1,,,濃縮力量的生命精華\n提取精華中的情報能讓{flag=Flag_AVG_Heroine_Name}獲得打破困境的力量。,0,213,,,,,,,,,,,,,
Explore_Essence_Dex,敏捷精華,1_General,,Explore_Essence_Dex,item_bg_04,Important,Show,Consumables,4,Attribute,-1,,,濃縮敏捷的生命精華\n提取精華中的情報能讓{flag=Flag_AVG_Heroine_Name}獲得打破困境的力量。,0,214,,,,,,,,,,,,,
Explore_Essence_Int,智力精華,1_General,,Explore_Essence_Int,item_bg_04,Important,Show,Consumables,4,Attribute,-1,,,濃縮智力的生命精華\n提取精華中的情報能讓{flag=Flag_AVG_Heroine_Name}獲得打破困境的力量。,0,215,,,,,,,,,,,,,
Explore_Essence_General,精華,1_General,,Explore_Essence_General_1,item_bg_04,Important,Show,Ingredient:Important,4,Attribute,-1,,,白濁的生命精華，每日產量有限。\n提取精華中的情報能讓{flag=Flag_AVG_Heroine_Name}獲得打破困境的力量。,待補,216,,,,,,,,,,,,,
Item_Gas_Mask,淨化防毒面具,1_General,,item_ICON_30,item_bg_04,Important,Show,Important,4,Importment,1,,,能夠將有毒氣體轉化為無害空氣的面具。\n探勘菇菇星球的重要裝備。\n注：因為耗電嚴重問題無法解決，續航力有限，市面已停售。,每次探索獲得「空氣清新機」的效果3次\n空氣清新機：免疫「瘴氣」環境的負面效果，經過時將不會損失食物能量,217,,,,,,,,,,,,,
Item_Work_Boots,安全工作靴,1_General,,item_ICON_31,item_bg_04,Important,Show,Important,4,Importment,1,,,能夠將所有立足之處的尖銳、危險物體粉碎的堅固靴子。\n探勘海洋星球的重要裝備。\n注：因為會連接觸地面的鞋底一起粉碎，續航力有限，市面已停售。,每次探索獲得「吃我壓路機」的效果3次\n吃我壓路機：免疫「尖刺」環境的負面效果，經過時將不會損失食物能量,218,,,,,,,,,,,,,
Item_Fire_Extinguisher_Spray,防火塗層噴霧,1_General,,item_ICON_32,item_bg_04,Important,Show,Important,4,Importment,1,,,能夠在體表生成一層保護膜，抵禦高溫的噴霧。\n探勘遺跡星球的重要道具。\n注：為了保證無害使用了生物可吸收材質，續航力有限，市面已停售。,每次探索獲得「岩漿游泳社」的效果3次\n岩漿游泳社：免疫「熔岩」環境的負面效果，經過時將不會損失食物能量,219,,,,,,,,,,,,,
Clothe_None,無外衣,1_General,1_General_NoH,clothing_01,item_bg_01,Important,InGet,,1,Attribute,1,,,動物是有換毛期的。\n現在人家正值換成短毛的時期，嘎吼 by{flag=Flag_AVG_Heroine_Name},可以在「更衣」功能中更換的造型,194,,,,,,,,,,,,,
Clothe_Kaiju,怪獸公主,1_General,,clothing_02,item_bg_01,Important,Show,,1,Attribute,1,,,{flag=Flag_AVG_Heroine_Name}的初始服裝，經典造型值得擁有。,可以在「更衣」功能中更換的造型,195,,,,,,,,,,,,,
Clothe_Nun,冒牌修女,1_General,,clothing_03,item_bg_01,Important,Show,,1,Attribute,1,,,即使穿上了這件衣服，也只會讓人覺得在角色扮演。\n這名修女無庸置疑是冒牌貨。,可以在「更衣」功能中更換的造型,196,,,,,,,,,,,,,
Clothe_Devil,惡魔蘿莉塔,1_General,,clothing_04,item_bg_01,Important,Show,,1,Attribute,1,,,不給糖就搗蛋，給糖了也一樣搗蛋！\n古靈精怪的{flag=Flag_AVG_Heroine_Name}。,可以在「更衣」功能中更換的造型,197,,,,,,,,,,,,,
Clothe_Wedding,情趣婚紗,1_General,,clothing_05,item_bg_01,Important,Show,,1,Attribute,1,,,具有特別意義的婚紗。\n不過...造型是不是曝露了點？\n嗯？是故意的？！,可以在「更衣」功能中更換的造型,198,,,,,,,,,,,,,
Clothe_Swimwear,沙灘泳裝,1_General,,clothing_06,item_bg_01,Important,Show,,1,Attribute,1,,,去海邊玩水囉～怪獸‧海洋星球的型態。\n註：就算不去海邊也能穿。,可以在「更衣」功能中更換的造型,199,,,,,,,,,,,,,
Clothe_Magical,魔法少女,1_General,,clothing_07,item_bg_01,Important,Show,,1,Attribute,1,,,魔法少女一定會打倒所有邪惡的！\n發下誓言的怪獸並不知道自己就是廢土星系最大的邪惡。,可以在「更衣」功能中更換的造型,200,,,,,,,,,,,,,
Underwear_None,全裸,1_General,1_General_NoH,underwear_01,item_bg_01,Important,InGet,,1,Attribute,1,,,恢復最原始的姿態。\n怪獸都是不穿衣服的，所以這才是人家的完全體 by{flag=Flag_AVG_Heroine_Name},可以在「更衣」功能中更換的造型,201,,,,,,,,,,,,,
Underwear_Kaiju,運動內衣,1_General,,underwear_02,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,202,,,,,,,,,,,,,
Underwear_Nun_Black,背德內衣(黑),1_General,,underwear_03,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,203,,,,,,,,,,,,,
Underwear_Nun_White,背德內衣(白),1_General,,underwear_04,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,204,,,,,,,,,,,,,
Underwear_Nun,背德內衣,1_General,,underwear_03,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,204,,,,,,,,,,,,,
Underwear_Bloomers_L,小惡魔內衣(長襪),1_General,,underwear_05,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,205,,,,,,,,,,,,,
Underwear_Bloomers_R,小惡魔內衣(短襪),1_General,,underwear_06,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,206,,,,,,,,,,,,,
Underwear_Bloomers,小惡魔內衣,1_General,,underwear_05,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,206,,,,,,,,,,,,,
Underwear_Tulle_L,婚紗內衣(長襪),1_General,,underwear_07,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,207,,,,,,,,,,,,,
Underwear_Tulle_R,婚紗內衣(短襪),1_General,,underwear_08,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,208,,,,,,,,,,,,,
Underwear_Tulle,婚紗內衣,1_General,,underwear_07,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,208,,,,,,,,,,,,,
Underwear_Swimwear,比基尼泳衣,1_General,,underwear_09,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,209,,,,,,,,,,,,,
Underwear_Lace,可愛蕾絲內衣,1_General,,underwear_10,item_bg_01,Important,None,,1,Attribute,1,,,#N/A,#N/A,210,,,,,,,,,,,,,
Hair_Long,長髮,1_General,,clothing_08,item_bg_01,Important,Show,,1,Attribute,1,,,飄逸長髮，{flag=Flag_AVG_Heroine_Name}的經典造型。,可以在「更衣」功能中更換的髮型,211,,,,,,,,,,,,,
Hair_Short,短髮,1_General,,clothing_09,item_bg_01,Important,Show,,1,Attribute,1,,,俐落的短髮，有元氣的髮型。,可以在「更衣」功能中更換的髮型,212,,,,,,,,,,,,,
Locking_Item_1,怪盜的邀請函,1_General,,item_ICON_33,item_bg_04,Important,Show,,4,Attribute,1,,,「給你個機會，來抓我吧～小可愛。」\n怪盜總會寄出預告函彰顯自身的實力。\n亞紀有自信從你的追捕下逃離，同樣你也有你的計劃。,探索關鍵道具,,,,,,,,,,,,,,
Locking_Item_2,霹靂無敵除草機,1_General,,item_ICON_34,item_bg_04,Important,Show,,4,Attribute,1,,,開發商自稱的全宇宙最強除草機。\n再難纏的植物也無法抵抗激光射線，然而因為被當作兵器始終無法上市。\n究竟為什麼會掉在這裡呢......,探索關鍵道具,,,,,,,,,,,,,,
Locking_Item_3,喬琪帕奇的打卡訊息,1_General,,item_ICON_35,item_bg_04,Important,Show,,4,Attribute,1,,,「Wei～☆我找到超霹靂無敵厲害的東西啦，現在就開始打撈！」\n喬琪帕奇在銀河社交平台上的打卡訊息，該不會是稀罕食材…？\n為了確認，只能去見她一面。,探索關鍵道具,,,,,,,,,,,,,,
Locking_Item_4,飛船解密資料,1_General,,item_ICON_36,item_bg_04,Important,Show,,4,Attribute,1,,,破解亞紀飛船密碼後取得的資料。\n如此一來，就能去和她對質了。,探索關鍵道具,,,,,,,,,,,,,,
Locking_Item_5,型號V的訊息,1_General,,item_ICON_37,item_bg_04,Important,Show,,4,Attribute,1,,,「決戰的舞台已備妥，英雄必將勝利。」\n型號V備妥的決戰舞台，一直以來的孽緣將在這畫下句點。\n...應該能畫下句點吧？,探索關鍵道具,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
